domain,dataset,config,K,attention_encoding,scale,scheduler,resolution,epochs,n_runs,degenerate,weighted_accuracy_mean,weighted_accuracy_std,weighted_f1_mean,weighted_f1_std,macro_f1_mean,macro_f1_std,mean_auc_mean,mean_auc_std,kept_source,n_duplicates,collapsed_groups
Medical,pneumoniamnist,"K4+AE, micro, onecycle, cutmix1.0+mixup0.8",4,True,micro,onecycle,28,50,1,False,0.939102564102564,,0.9381447657703365,,0.9331642144427532,,0.97603550295858,,results_combinations/pneumoniamnist_k4_attenc_micro_onecycle_cutmix1.0_mixup0.8_ra2_9/summary.json,0,
Medical,pneumoniamnist,"K4, micro",4,False,micro,cosine,28,50,1,False,0.9230769230769232,,0.9213585593799862,,0.914656940961933,,0.9695595003287312,,results_old_backbone/pneumoniamnist_k4_micro/summary.json,0,
Medical,pneumoniamnist,K4+AE,4,True,small,cosine,28,50,1,False,0.9198717948717948,,0.9180818326874856,,0.9111009801686802,,0.9699868507560816,,results_old_backbone/pneumoniamnist_k4_attenc/summary.json,0,
Medical,pneumoniamnist,K4,4,False,small,cosine,28,50,1,False,0.9150641025641024,,0.9129862054177686,,0.9054477878636268,,0.975849222003068,,results_old_backbone/pneumoniamnist_k4/summary.json,0,
Medical,pneumoniamnist,"K4+AE, micro",4,True,micro,cosine,28,50,1,False,0.9022435897435898,,0.8997098646034815,,0.8909262841177734,,0.9742055665132588,,results_old_backbone/pneumoniamnist_k4_attenc_micro/summary.json,0,
Medical,pneumoniamnist,no-quantum,1,False,small,cosine,28,50,1,False,0.9022435897435898,,0.8992654252049624,,0.8901557454397493,,0.9714223098838484,,results_old_backbone/pneumoniamnist_no_quantum/summary.json,0,
Medical,pneumoniamnist,"no-quantum, micro",1,False,micro,cosine,28,50,1,False,0.8926282051282052,,0.8891877232820838,,0.8790610219991611,,0.9594564979180364,,results_old_backbone/pneumoniamnist_no_quantum_micro/summary.json,0,
